review_id,username,rating,review_text,date,sentiment,load_dts,day_name,day_number,rating_label,sentiment_color
d993264b-426f-45b8-9639-a5c44b1aa098,Eddy Silamat,5,proses pembuatan Akun mudah,2022-10-23 23:37:19+00,positive,2025-11-12 08:54:31.460817+00,Sunday,7,Excellent,green
e9fac07d-8836-43ac-87e0-4666763869d6,Budi jumarsono,5,mantap,2022-10-23 11:54:01+00,positive,2025-11-12 08:54:31.460817+00,Sunday,7,Excellent,green
d300701e-3320-413d-98e5-9ac6892fc745,syazafira nh,1,ngelag berkali kali saat pada tahap verifikasi,2022-10-23 08:06:59+00,negative,2025-11-12 08:54:31.460817+00,Sunday,7,Terrible,red
9163cd9f-07e0-45d5-9f60-890893b59cd4,Fiqri Uumar Hidayat,1,Aplikasi apaan ini. OTP berkali-kali gagal terus. Ga berbobot amat bikin aplikasi. Ga kaya yang lain. Payah.!,2022-10-23 00:00:37+00,negative,2025-11-12 08:54:31.460817+00,Sunday,7,Terrible,red
"0eb24dad-93e8-4ca5-8630-a3e759b40126",Agus Centro,5,good lah,2022-10-21 09:39:20+00,positive,2025-11-12 08:54:31.460817+00,Friday,5,Excellent,green
4dab22c1-13c0-4985-a566-31b085f369f8,Frn L.P,5,untuk kenyamanan dan ketepatan waktu ok.,2022-10-20 05:16:03+00,positive,2025-11-12 08:54:31.460817+00,Thursday,4,Excellent,green
92680976-eae4-408f-9c24-728e830b4eda,Doddy Christyo Utomo,1,"Pernah daftar,trus aplikasi kehapus,download ulang pas mau login masa gak bisa,masa harus ganti no hp dan email...bijimana neh",2022-10-16 02:34:03+00,negative,2025-11-12 08:54:31.460817+00,Sunday,7,Terrible,red
7d5a3da5-0d12-4166-8107-1ccddc801562,Andy Herlambang,5,mbagus,2022-10-15 05:42:45+00,positive,2025-11-12 08:54:31.460817+00,Saturday,6,Excellent,green
cc470836-17ed-4a04-ad6d-433d99054c37,Dilah Aas Saputra,4,sangat membantu,2022-10-14 12:07:48+00,positive,2025-11-12 08:54:31.460817+00,Friday,5,Good,green
4f069131-2d1b-4b9a-8f02-ef170c6f2a4e,Slamet Priyatin,5,belum pernah naik mrt .mau cobq pake aplikasi,2022-10-13 09:28:46+00,positive,2025-11-12 08:54:31.460817+00,Thursday,4,Excellent,green
"0968ee87-1788-4aeb-bd66-2e53f5d0d323",dok darman,5,mantap,2022-10-12 16:06:22+00,positive,2025-11-12 08:54:31.460817+00,Wednesday,3,Excellent,green
"011af788-8ff8-4dad-9c41-1328385d0ea5",Hariono Eko Santoso,5,Nice application,2022-10-12 09:58:07+00,positive,2025-11-12 08:54:31.460817+00,Wednesday,3,Excellent,green
873649e2-defb-43dc-99f0-b2a257c74018,Oliviaa_,5,"baguss banget, aplikasinya berisi informasi yang jelas dan dapat dimengerti",2022-10-12 05:41:51+00,positive,2025-11-12 08:54:31.460817+00,Wednesday,3,Excellent,green
e7bdcc21-a676-47d5-88e8-77071af99c0d,Wahyu Rigesa Pratama,1,"parah banget dah saldo gue ga dibalikin sama ini apk, abis top up malah error eh sekarang gaada lagi tuh saldonya",2025-11-02 12:25:45+00,negative,2025-12-04 02:40:44.842332+00,Sunday,7,Terrible,red
6ecd2ba4-6436-4ccb-bf89-bf911f5fe648,Yurah Chan,5,good,2021-12-12 11:25:04+00,positive,2025-12-04 02:40:44.842332+00,Sunday,7,Excellent,green
e6df14c5-c88b-4b7d-8cb7-1976381f1fc0,one design,1,Security kalian pihak MRT terlalu berlebihan tidak profesional! membuat Pelanggan tidak nyaman! Dan menghambat waktu!Keluar masuk harus dicek jika itu Bandara Penerbangan masih dimaklumi! Buat sistem keamanan yang lebih efisien dan tidak menghambat perjalanan CUSTOMER! 🚫,2025-10-26 14:28:27+00,negative,2025-12-04 02:40:44.842332+00,Sunday,7,Terrible,red
d42db7a7-0f4e-4b33-a228-489eb9fb79d0,Arif Sadikin,1,"harus punya pulsa baru terima otp, lemah",2021-12-11 09:56:48+00,negative,2025-12-04 02:40:44.842332+00,Saturday ,6,Terrible,red
e50c1897-3455-4d94-96cb-807ee1564f0a,Bambang Irawan,5,"keren, praktis",2021-12-11 04:36:04+00,positive,2025-12-04 02:40:44.842332+00,Saturday ,6,Excellent,green
d8199205-f464-4338-b088-90c2058dbdae,william alwisius,5,belum pernah naik,2021-11-22 23:18:36+00,positive,2025-12-04 02:40:44.842332+00,Monday   ,1,Excellent,green
56f58331-99b3-48f2-8d07-2d8390833f56,Yusup Jamaludin,1,Aplikasi nya nge bug terus jadi gak bisa di pakai,2021-11-22 22:35:09+00,negative,2025-12-04 02:40:44.842332+00,Monday   ,1,Terrible,red
f50cc05e-dff6-446d-8473-5dd38824c32b,Andi Rohim,5,Maju terus MRT terus berinovasi untuk mempermudah pengguna...,2021-11-22 15:13:53+00,positive,2025-12-04 02:40:44.842332+00,Monday   ,1,Excellent,green
9e9f4495-5a9e-4319-9384-016305259356,Imam Benceuh01,3,yah,2021-11-20 14:58:48+00,neutral,2025-12-04 02:40:44.842332+00,Saturday ,6,Average,yellow
12a13dde-1f00-4710-91cf-2e761da66c2b,Alif Azmi Afifi,5,good,2023-07-05 19:00:36+00,positive,2025-11-12 08:54:31.460817+00,Wednesday,3,Excellent,green
b0e4f7f4-6928-44d6-abdb-294ebde13f22,husni tamrin,5,kerennn,2023-04-30 03:11:05+00,positive,2025-11-12 08:54:31.460817+00,Sunday,7,Excellent,green
258a1d32-cde4-4ecf-ac7b-b38c8db75aae,Daisylawati Bismo,5,"senang ada transportasi ini, sangat mempermudah transportasi, simple, cepat, tepat.",2023-04-29 00:55:41+00,positive,2025-11-12 08:54:31.460817+00,Saturday,6,Excellent,green
4b4cd2da-d0ae-4692-ab51-fcbbf59c983f,betz aja,5,mudah & membantu,2023-04-21 11:26:54+00,positive,2025-11-12 08:54:31.460817+00,Friday,5,Excellent,green
bf067ecc-109f-499e-a2ce-c03ae79dd5f8,Kosmiran Kwek,5,ok,2023-04-21 09:31:53+00,positive,2025-11-12 08:54:31.460817+00,Friday,5,Excellent,green
d39bd2ab-0242-4273-b20b-f4634b6b6d32,agus kuncoro,5,"Menyenangkan bersama keluarga, bisa sampai tujuan dengan cepat dan biaya murah.",2023-04-18 06:20:45+00,positive,2025-11-12 08:54:31.460817+00,Tuesday,2,Excellent,green
cfeca904-f81d-4c02-937a-ec8c9369befc,yahya ekananta,1,Sering ngebug Anjing!,2023-04-13 03:00:24+00,negative,2025-11-12 08:54:31.460817+00,Thursday,4,Terrible,red
"0f5edddf-4198-4f7f-8fb2-12d06030552a",Ramli Usman,5,good app,2022-10-11 09:45:05+00,positive,2025-11-12 08:54:31.460817+00,Tuesday,2,Excellent,green
b80de3e2-078f-4d63-8fae-f0286f645998,RINTO LAKAVI,5,semoga lebih baik,2022-10-11 08:09:16+00,positive,2025-11-12 08:54:31.460817+00,Tuesday,2,Excellent,green
3860f7c6-f298-4a22-bf27-1d0e2f652236,Direktorat Penta,5,ok,2022-10-09 15:00:39+00,positive,2025-11-12 08:54:31.460817+00,Sunday,7,Excellent,green
c697bfd0-7096-4a35-9885-bc418ef5dae9,neneng hasanah,3,lumayan lah,2022-10-08 09:01:45+00,neutral,2025-11-12 08:54:31.460817+00,Saturday,6,Average,yellow
86392606-5afa-4f8f-b11d-9b6bbcbd2fb5,BETAWI PEJATEN,5,ok banget,2022-10-02 13:41:52+00,positive,2025-11-12 08:54:31.460817+00,Sunday,7,Excellent,green
50b457f7-f601-417e-8d2d-7c485b8b2b4f,Indah Safitri,5,luar biasa,2022-09-30 11:56:08+00,positive,2025-11-12 08:54:31.460817+00,Friday,5,Excellent,green
"0a3bf35d-b0c2-4d46-bbb8-99632f06e25a",izzuddin alqudsy,5,Sangat bermanfaat apk ini untuk rombongan Apalagi satpamnya ramah semua. Dan proses scan juga cepat,2022-09-29 23:19:24+00,positive,2025-11-12 08:54:31.460817+00,Thursday,4,Excellent,green
4433fda5-c43a-44e7-86ae-3ec1bec1880e,Ahmad Sofyan,4,"Min serius masa aktif pembelian hanya 2 jam gak 1 hari sesuai dengan tanggal, yah saya beli jam 1 pagi dan akan Expired jam 3 pagi😭",2022-09-28 18:09:41+00,positive,2025-11-12 08:54:31.460817+00,Wednesday,3,Good,green
86d1c230-c861-4e8e-9816-f8c902a93ba6,siska nellisya putri,5,good,2022-09-28 12:10:40+00,positive,2025-11-12 08:54:31.460817+00,Wednesday,3,Excellent,green
"0ebca511-da93-4f60-af0b-6933ee2c7214",Hegel Al Hanan,1,SKEM,2022-09-24 14:37:33+00,negative,2025-11-12 08:54:31.460817+00,Saturday,6,Terrible,red
9926d25b-7dce-488d-8c53-3f85b5387f37,Agus Tian,5,Mantap,2022-09-23 12:27:23+00,positive,2025-11-12 08:54:31.460817+00,Friday,5,Excellent,green
4adbeb0a-59db-4eb6-8c4b-637ecb3e9005,Arief Hidayat,5,tepat waktu,2022-09-23 01:20:13+00,positive,2025-11-12 08:54:31.460817+00,Friday,5,Excellent,green
f5182bac-ecac-4c7e-9cbf-7bc0970a4fd2,Rahma Dwi Bayuni,5,good,2022-08-10 22:28:50+00,positive,2025-11-12 08:54:31.460817+00,Wednesday,3,Excellent,green
ef81fa10-8fa7-43be-9b79-62fd9f1b4b9e,Igo Kusnaedi,5,bagus.... mantap,2022-08-09 20:41:04+00,positive,2025-11-12 08:54:31.460817+00,Tuesday,2,Excellent,green
a1e1bbfb-906c-488a-9a02-d775c29c5a8f,Hikmah Isnaini,5,👍,2022-08-08 00:03:11+00,positive,2025-11-12 08:54:31.460817+00,Monday,1,Excellent,green
"0b8302d6-c55a-4733-8a20-bc93d0b0c913",Fitri Handayani,1,"Sangat kecewa si dg apk dn pelayanan di wa, tidak memberikan solusi, Saran aja kdpnnya kalau org salah pemilihan tujuan hrs nya bisa di edit, trus kalau tdk di gunakan hrs nya saldo kmbali bukan malah jadi angus, pelayanan di wa hnya mau terima yang nnya saja, kalau compln tdk di tanggapi dn bahkan langsung akhiri percakapan tnpa ada info di si compln nya ... kaya nyesel banget, perasaan dulu yah bisa di ganti tuh tujuan nya skrg malah gak bisa, jujur kecewa banget si smpah",2022-09-21 14:14:46+00,negative,2025-11-12 08:54:31.460817+00,Wednesday,3,Terrible,red
c551e3a4-f0f4-4c38-868b-5a14c0739ab9,Handono Adi Sulistyo,5,"Transportasi massal yang cepat, tepat waktu dan nyaman dan terintegrasi dengan modal transportasi lainnya",2022-09-18 03:15:36+00,positive,2025-11-12 08:54:31.460817+00,Sunday,7,Excellent,green
31fbea9b-2194-4f5d-9d31-df6f06df18df,Efriska amanda Putri,5,👍,2022-09-17 01:52:12+00,positive,2025-11-12 08:54:31.460817+00,Saturday,6,Excellent,green
9ae2484a-07fb-43ea-a89e-5a87507030e0,irma witjaksono,5,terima kasih Zahrah,2022-09-16 00:45:29+00,positive,2025-11-12 08:54:31.460817+00,Friday,5,Excellent,green
7055aef2-a38a-4c83-bc74-5cccf8d2e3ae,Martinus Kristiawan Budirahardjo,5,bagus,2022-09-15 22:41:48+00,positive,2025-11-12 08:54:31.460817+00,Thursday,4,Excellent,green
9112e535-21b0-483c-8b84-04c3b1a93011,Raymond Kaya,4,baik,2022-09-15 12:51:09+00,positive,2025-11-12 08:54:31.460817+00,Thursday,4,Good,green
1d9d0024-ea4e-4678-9a7c-0f19250c4791,Sewaka Budi,2,mosok akun kehapus sendiri,2022-09-14 05:47:49+00,negative,2025-11-12 08:54:31.460817+00,Wednesday,3,Poor,red
dfbfeed9-061b-4efe-b892-7fad04771715,Nanda Rizky,5,baik,2022-09-04 05:32:44+00,positive,2025-11-12 08:54:31.460817+00,Sunday,7,Excellent,green
"0cd62bf0-0034-493f-8a7f-85c3e7528fbf",Oki Kantika Marcusi,5,bagus,2022-09-03 09:47:46+00,positive,2025-11-12 08:54:31.460817+00,Saturday,6,Excellent,green
67d8b70c-9f98-4ef7-ae80-ab85a050f440,Misbahul Huda,5,mantap,2022-08-31 13:16:52+00,positive,2025-11-12 08:54:31.460817+00,Wednesday,3,Excellent,green
61fff3bc-fd55-430a-8f83-ad18f0c83f58,Keisha Sakhi,5,Bagus,2022-08-30 07:40:52+00,positive,2025-11-12 08:54:31.460817+00,Tuesday,2,Excellent,green
dd088811-f850-409a-a0ef-3da8cef75405,Monica Amelia,5,bagusss,2022-08-29 06:23:31+00,positive,2025-11-12 08:54:31.460817+00,Monday,1,Excellent,green
59fdfd21-9a7d-490d-a15a-b5b39bf11deb,Yusuf Akbar,5,mantap aplikasi nya mendukung saat naik MRT,2021-11-20 12:44:09+00,positive,2025-12-04 02:40:44.842332+00,Saturday ,6,Excellent,green
1f811499-8f89-49d5-a2b5-20f974524d08,Annisa Pratiwi,5,"bagus, memudahkan pengguna untuk naik mrt",2021-11-20 05:20:15+00,positive,2025-12-04 02:40:44.842332+00,Saturday ,6,Excellent,green
7fbbc968-9c9e-4378-bc78-8dde4d3a005c,Sabil Nih,5,good,2021-11-16 17:27:12+00,positive,2025-12-04 02:40:44.842332+00,Tuesday  ,2,Excellent,green
1c3f53b8-ed1e-49b9-a638-68371634b829,irna dwi indriani,1,udh daftar tapi harus oerbarui data .. suruh klik setuju tapi ga ada adanya cuma hapus akun . malah jd gabisa dipake. gmna sii.. terus saya mau naik mrt ny gmna kalau bgni,2025-10-20 02:26:15+00,negative,2025-11-12 08:54:31.460817+00,Monday,1,Terrible,red
b62510cc-19b6-4f58-ab1a-20ed7a9edd5e,fiqi nana qania,5,ok,2023-06-25 00:24:17+00,positive,2025-11-12 08:54:31.460817+00,Sunday,7,Excellent,green
"06332c00-8640-420f-a66b-dd431279fbd1",Dimas Octapriyanto,5,cepat aplikasinya,2023-06-21 10:54:58+00,positive,2025-11-12 08:54:31.460817+00,Wednesday,3,Excellent,green
"0e3521b2-d549-470c-9c2b-b2f3d9760174",Septian Bakri,5,sangat baik,2022-12-28 02:48:45+00,positive,2025-11-12 08:54:31.460817+00,Wednesday,3,Excellent,green
da5461fe-03fb-4eb8-9ea6-ff56796e0e3c,M. Rizal Sutan Basa,5,"baru download, belum coba fitur2 nya",2022-12-27 22:58:30+00,positive,2025-11-12 08:54:31.460817+00,Tuesday,2,Excellent,green
e4ea8f6b-516d-44b9-b0ca-ea4d47105e0e,rizky aji,4,Tolong di update di android. Dah di tap scan msk dan sdh 10 mnt blm jg berubah kode keluar. Hrs di refresh dl,2022-08-29 06:15:42+00,positive,2025-11-12 08:54:31.460817+00,Monday,1,Good,green
"07159197-ddab-41b2-8b59-7d64843dd27d",Sannosuke,4,nice,2022-08-27 23:54:13+00,positive,2025-11-12 08:54:31.460817+00,Saturday,6,Good,green
3110616a-c54a-468a-b2d7-c5208c389aae,Rycko Dawson,5,sangat membantu,2022-08-26 06:09:26+00,positive,2025-11-12 08:54:31.460817+00,Friday,5,Excellent,green
255f95d4-780b-4625-9d3c-f8566e7028a8,Purnomo Findira,5,jos,2022-08-25 09:40:31+00,positive,2025-11-12 08:54:31.460817+00,Thursday,4,Excellent,green
7cdb5d66-fc16-4cc9-9396-ed0945bc084e,M Salman Alvarizi Makatita,1,"force close sendiri ga jelas bgt, padahal abis download nyoba bentar lancar ditinggal berapa jam kemudian mulai ga jelas...benerin lah appnya biar ngesupport orang yg mau make transport umum juga,kayak appnya krl tuh bagus",2022-08-11 15:25:09+00,negative,2025-11-12 08:54:31.460817+00,Thursday,4,Terrible,red
2e521ec1-a75d-4d56-91ff-9fc8e667a77b,Hasyim Mulyadi,5,Pelayanan semakin baik,2022-08-07 04:51:22+00,positive,2025-11-12 08:54:31.460817+00,Sunday,7,Excellent,green
510ad1f2-57a4-43f6-9e24-3d307875b5c8,MEI PRASETYO FINALIANTO,5,ok,2022-08-07 04:00:14+00,positive,2025-11-12 08:54:31.460817+00,Sunday,7,Excellent,green
603400e9-7093-49a1-bc1d-4408554471c8,Re Andori,5,Sangat mudah dan cepat,2022-08-06 23:54:24+00,positive,2025-11-12 08:54:31.460817+00,Saturday,6,Excellent,green
f61b213a-e2f4-4659-b8f8-cd0cff53f58a,Jericho Simanjuntak,5,sangat membantu,2022-08-06 07:23:29+00,positive,2025-11-12 08:54:31.460817+00,Saturday,6,Excellent,green
"09b07388-6306-4b4a-bd90-e8705d43f9a3",Rayana Jakasurya,5,Pengalaman pertama pake aplikasi MRT-J sangat memuaskan dan terbantu sekali. Pembelian tiket pun sangat mudah dan QR code tidak bermasalah saat tap in dan tap out stasiun MRT. Petugas di lapangannya pun sangat ramah dan membantu sekali untuk saya dan keluarga yang baru pertama kali naik MRT Jakarta.,2022-08-01 04:34:07+00,positive,2025-11-12 08:54:31.460817+00,Monday,1,Excellent,green
424a6f2c-e86c-4b74-8c4e-354491ffa40f,Tama Lana,5,mantul,2022-07-30 11:31:59+00,positive,2025-11-12 08:54:31.460817+00,Saturday,6,Excellent,green
1ee81926-7ece-44ae-ba69-e6291aa12aa2,Aji 123,5,bagus,2022-07-30 07:44:41+00,positive,2025-11-12 08:54:31.460817+00,Saturday,6,Excellent,green
45e5ddf0-da1a-4fe0-ae7e-93d3ba23ecc5,Jefrichal,5,sangat bermanfaat,2022-07-30 06:28:25+00,positive,2025-11-12 08:54:31.460817+00,Saturday,6,Excellent,green
"05471279-ac35-40d0-a24c-851db03112a0",Harry Puncak,5,baik,2022-07-29 12:46:30+00,positive,2025-11-12 08:54:31.460817+00,Friday,5,Excellent,green
cb5c7eeb-db27-4b2d-bd79-c80c44f9782f,Merlyn Mailuhu,5,sangat bermanfaat tanpa card luar biasa😊❤❤❤,2022-07-27 06:15:25+00,positive,2025-11-12 08:54:31.460817+00,Wednesday,3,Excellent,green
d0cde769-bdd4-458c-b2d2-127a440f2cd2,jansen siregar,5,semoga engga lemot & eror aplikasinya,2022-07-26 11:26:25+00,positive,2025-11-12 08:54:31.460817+00,Tuesday,2,Excellent,green
b6461585-21d5-40d0-8790-b8921de53a7c,nabil el paska,5,bisa kok diakses,2022-07-25 11:45:21+00,positive,2025-11-12 08:54:31.460817+00,Monday,1,Excellent,green
1012938d-d089-4d62-b2fe-29bbe06bbf09,Dzaki DU,5,keren bgt appnya,2022-07-25 08:56:00+00,positive,2025-11-12 08:54:31.460817+00,Monday,1,Excellent,green
d5418994-fca2-4fc3-803b-57f107f0e51e,Muhammad Ilyas,4,ok sih,2022-07-24 22:17:20+00,positive,2025-11-12 08:54:31.460817+00,Sunday,7,Good,green
8c44c91d-6ab0-40a8-9f08-30e4262f55c2,Deni Kamarudin,5,mantap,2022-07-24 13:23:37+00,positive,2025-11-12 08:54:31.460817+00,Sunday,7,Excellent,green
e9551869-9b2c-46ab-a54e-0b586b2720ab,katur Rohman,5,sangt baik,2022-07-13 21:51:06+00,positive,2025-11-12 08:54:31.460817+00,Wednesday,3,Excellent,green
d083f2c9-efb9-4db8-973c-7e1fe647d95e,Rachmat Gunawan,1,"Udah 2x beli tiket dengan gopay. Tiket ga muncul. Beli lagi saldo GO-PAY kepotong 2x, baru muncul tiket menunggu 15 menit. Sangat tidak efisien pake apps ini",2022-07-13 09:48:40+00,negative,2025-11-12 08:54:31.460817+00,Wednesday,3,Terrible,red
61a59812-6aca-4f15-b0d0-066681e2b08c,Fatwa Syihabi,5,mantap,2022-07-13 09:40:17+00,positive,2025-11-12 08:54:31.460817+00,Wednesday,3,Excellent,green
3959b68f-3f5b-420c-b447-708b49cfe0cf,Tien A_ Baqi,5,sangat berguna / membantu aktifitas se hari2 🙏🙏🙏,2022-07-12 12:31:38+00,positive,2025-11-12 08:54:31.460817+00,Tuesday,2,Excellent,green
c1f0c421-e2c5-4f6d-8173-1381f3d55776,Yohanes Arifin,5,excellent,2022-07-12 00:46:45+00,positive,2025-11-12 08:54:31.460817+00,Tuesday,2,Excellent,green
ba4493a1-5685-410d-b445-7a405c94c8c7,Andras Wati,5,bagus,2022-07-11 07:30:09+00,positive,2025-11-12 08:54:31.460817+00,Monday,1,Excellent,green
91aee465-a1dd-49e3-94a6-beaaf807798d,Tuan Tofan12,5,bagus layanan y dan ber cepat sampai tujuan,2022-07-10 12:13:18+00,positive,2025-11-12 08:54:31.460817+00,Sunday,7,Excellent,green
9f1b2e24-6b39-47b9-b34e-6fc853c9b1b1,Budi Setiawan,5,bagus,2022-07-09 17:04:29+00,positive,2025-11-12 08:54:31.460817+00,Saturday,6,Excellent,green
5e919b25-eff3-401d-b8de-5e87ba646524,maulidia agustin,5,menyenangkan sekali bergabung di MRTJ,2022-07-09 09:37:28+00,positive,2025-11-12 08:54:31.460817+00,Saturday,6,Excellent,green
692466b8-07d3-4ca4-b0f5-e8733b5fe954,rudhita adhy saman,5,proses register member pemula copat,2021-11-12 07:46:09+00,positive,2025-12-04 02:40:44.842332+00,Friday   ,5,Excellent,green
45c3e4b3-954a-4433-a436-49a847be590e,noviana rahmawati,5,ok,2021-11-11 11:13:44+00,positive,2025-12-04 02:40:44.842332+00,Thursday ,4,Excellent,green
c276a2bf-3441-4509-a78a-08859ddca27c,Galih Arif A Natsir,5,😉👍,2021-11-06 15:34:02+00,positive,2025-12-04 02:40:44.842332+00,Saturday ,6,Excellent,green
86194a5e-dd85-4e8b-8487-990ccba029a7,Asqalani yosi,2,"Setelah di update jadi ga bisa liat jam kedatangan kereta selanjutnya, menitnya ketutupan",2021-11-03 00:04:36+00,negative,2025-12-04 02:40:44.842332+00,Wednesday,3,Poor,red
20fe644a-190e-42ce-ae92-2366b0d76bfa,Eka Prasetya,3,susah susah gampang masuknya,2021-10-30 13:24:47+00,neutral,2025-12-04 02:40:44.842332+00,Saturday ,6,Average,yellow
5f066eb4-a9a3-4092-a4c9-d734c83e22e9,Andriyan,1,aplikasi payah parah baru download uda daftar masukin pin 2x malah eror mulu...,2025-10-12 13:25:18+00,negative,2025-11-12 08:54:31.460817+00,Sunday,7,Terrible,red
6bd87002-1edd-4572-990f-c69e9698e6b3,raraindira 1403,1,"Hari ini tgl 07/11/23 jam 07.45 error lagi pembayaran dengan metode i-saku, tolonglah di perbaiki. Eror di pagi hari sangat merugikan pengguna.",2023-11-07 00:47:59+00,negative,2025-11-12 08:54:31.460817+00,Tuesday,2,Terrible,red
8e258532-ade3-481f-8934-85e7065a4330,Denny Cnp,1,Uda betul pakai ewalet kaya gopay ovo link malah di apusin. Bisnis sih bisnis tapi bikin susah pengguna MRT,2023-07-02 16:39:17+00,negative,2025-11-12 08:54:31.460817+00,Sunday,7,Terrible,red
dc570a84-78af-4e3a-bf5c-0567515e88cd,dede indah,5,mantap,2023-05-23 08:09:26+00,positive,2025-11-12 08:54:31.460817+00,Tuesday,2,Excellent,green
71d9a74b-1cd5-458b-94bd-d1295be2f618,maryono zulfikar,5,ok,2023-05-22 14:49:57+00,positive,2025-11-12 08:54:31.460817+00,Monday,1,Excellent,green
a4566b0f-aac1-4875-bda6-6e2bcd9ba877,alfia amalia,1,Payah kode otp gamasuk2,2023-04-11 12:53:53+00,negative,2025-11-12 08:54:31.460817+00,Tuesday,2,Terrible,red
44d25328-53f2-4e5a-a20c-c36451704e0b,NardiSun23,5,Kenapa ya di aplikasi MRT ini tidak bisa melihat history perjalan selama 1 bulan?,2022-12-27 07:52:36+00,positive,2025-11-12 08:54:31.460817+00,Tuesday,2,Excellent,green
741bcfe8-cdc3-4f52-9432-e1a9846d93d2,yusuf iskandar nasution,1,"Mau daftar gak bisa bisa, pelayanan publik tapi beli tiket dipaksakan dengan membeli kartu",2022-07-09 08:13:01+00,negative,2025-11-12 08:54:31.460817+00,Saturday,6,Terrible,red
c69dc454-305d-41ad-976b-5c477e42e19a,Nur Syifa Firzania,1,Ga ada otpnya,2022-07-09 07:26:37+00,negative,2025-11-12 08:54:31.460817+00,Saturday,6,Terrible,red
b0d869b8-3101-4f2f-a0ba-5440e097fc18,Adam Suharwan,1,Driver tidak ramah,2022-07-08 08:32:50+00,negative,2025-11-12 08:54:31.460817+00,Friday,5,Terrible,red
81757198-4ef2-497d-869b-c12474d947af,"015_Muhammad Virgiawan",5,⭐⭐⭐⭐⭐,2022-07-06 07:41:09+00,positive,2025-11-12 08:54:31.460817+00,Wednesday,3,Excellent,green
